"input" "reason" "matches" "symbol" "organism.name" "secondaryIdentifier" "primaryIdentifier" "class" "briefDescription"
"WBGene00021869" "MATCH" "1" "vrp-1" "Caenorhabditis elegans" "Y54G2A.3" "WBGene00021869" "Gene" ""
"WBGene00019552" "MATCH" "1" "K09C4.7" "Caenorhabditis elegans" "K09C4.7" "WBGene00019552" "Gene" ""
"WBGene00020530" "MATCH" "1" "T15B12.1" "Caenorhabditis elegans" "T15B12.1" "WBGene00020530" "Gene" ""
"WBGene00021861" "MATCH" "1" "Y54F10BM.6" "Caenorhabditis elegans" "Y54F10BM.6" "WBGene00021861" "Gene" ""
"WBGene00021863" "MATCH" "1" "Y54F10BM.9" "Caenorhabditis elegans" "Y54F10BM.9" "WBGene00021863" "Gene" ""
"WBGene00007579" "MATCH" "1" "C14B1.8" "Caenorhabditis elegans" "C14B1.8" "WBGene00007579" "Gene" "C14B1.8 encodes a coiled-coil protein."
"WBGene00000183" "MATCH" "1" "arf-5" "Caenorhabditis elegans" "F57H12.1" "WBGene00000183" "Gene" "arf-3 encodes a member of the ADP-ribosylation factor related protein family; likely expressed in touch receptors and regulated by MEC-3."
"WBGene00000184" "MATCH" "1" "arf-6" "Caenorhabditis elegans" "Y116A8C.12" "WBGene00000184" "Gene" "arf-6 encodes a small GTP-binding protein of the ADP-ribosylation factor (ARF) family that is orthologous to vertebrate ARF6; by homology, ARF-6 is predicted to function as a GTPase that regulates receptor-mediated endocytosis, and in C. elegans, ARF-6 is strongly expressed in the coelomocytes (highly endocytic cells located in the pseudocoelom) where it colocalizes in the cytoplasm and to a lesser degree at the plasma membrane with RME-1, a novel EH domain protein, and the myotubularins MTM-6 and MTM-9; loss of arf-6 activity via RNAi does not result in any obvious abnormalities."
"WBGene00000186" "MATCH" "1" "ark-1" "Caenorhabditis elegans" "C01C7.1" "WBGene00000186" "Gene" "ark-1 encodes a homolog of the nonreceptor tyrosine kinase ACK which inhibits signalling through the EGF receptor homolog LET-23, both in (RAS-dependent) vulval development and in (RAS-independent) ovulation."
"WBGene00000180" "MATCH" "1" "arc-1" "Caenorhabditis elegans" "ZK1320.6" "WBGene00000180" "Gene" "arc-1 encodes a member of the ARL (ADP-ribosylation factor(ARF)-like) family of proteins which are very similar to ARF proteins but lack the ability to stimulate ADP ribosylation by cholera toxin; arc-1 has a human homolog, MID1, which when mutated leads to Opitz syndrome (OMIM:300000)."
"WBGene00000181" "MATCH" "1" "ard-1" "Caenorhabditis elegans" "F01G4.2" "WBGene00000181" "Gene" "ard-1 encodes a homolog of mammalian 3-hydroxyacyl-CoA dehydrogenase (HADH II)/amyloid-beta binding alcohol dehydrogenase (ABAD) that is predicted to be mitochondrial."
"WBGene00000182" "MATCH" "1" "arf-1" "Caenorhabditis elegans" "B0336.2" "WBGene00000182" "Gene" "arf-1.2 encodes an ADP-ribosylation factor homolog required in vivo for embryonic development, fertility, locomotion, vulval development, and cuticular synthesis; ARF proteins are N-myristoylated GTPases that regulate membrane traffic and the actin cytoskeleton, and that activate both phospholipase D1 (PLD1) and phosphatidylinositol 4-phosphate 5-kinase."
"WBGene00012169" "MATCH" "1" "ttbk-4" "Caenorhabditis elegans" "W01B6.2" "WBGene00012169" "Gene" ""
"WBGene00012168" "MATCH" "1" "W01A8.6" "Caenorhabditis elegans" "W01A8.6" "WBGene00012168" "Gene" ""
"WBGene00012167" "MATCH" "1" "tofu-5" "Caenorhabditis elegans" "W01A8.5" "WBGene00012167" "Gene" ""
"WBGene00012166" "MATCH" "1" "nuo-6" "Caenorhabditis elegans" "W01A8.4" "WBGene00012166" "Gene" "nuo-6 encodes the C. elegans ortholog of the NDUFB4/B15 subunit of the mitochondrial NADH dehydrogenase (ubiquinone) complex (complex I)."
"WBGene00013497" "MATCH" "1" "hex-5" "Caenorhabditis elegans" "Y70D2A.2" "WBGene00013497" "Gene" "hex-5 encodes a beta-N-acetylhexosaminidase."
"WBGene00012172" "MATCH" "1" "W01B6.5" "Caenorhabditis elegans" "W01B6.5" "WBGene00012172" "Gene" ""
"WBGene00012170" "MATCH" "1" "W01B6.3" "Caenorhabditis elegans" "W01B6.3" "WBGene00012170" "Gene" ""
"WBGene00012175" "MATCH" "1" "W01C9.1" "Caenorhabditis elegans" "W01C9.1" "WBGene00012175" "Gene" ""
"WBGene00012174" "MATCH" "1" "W01B6.8" "Caenorhabditis elegans" "W01B6.8" "WBGene00012174" "Gene" ""
"WBGene00012173" "MATCH" "1" "W01B6.6" "Caenorhabditis elegans" "W01B6.6" "WBGene00012173" "Gene" ""
"WBGene00000177" "MATCH" "1" "aqp-9" "Caenorhabditis elegans" "K07A1.16" "WBGene00000177" "Gene" "aqp-9 encodes a putative aquaporin with no function in mass RNAi assays, perhaps reflecting genetic redundancy with its paralogs AQP-10 and AQP-11; AQP-9 is orthologous to Drosophila CG12251 and human AQP11 (OMIM:609914), AQP12A (OMIM:609789), and AQP12B."
"WBGene00000178" "MATCH" "1" "aqp-10" "Caenorhabditis elegans" "ZK1321.3" "WBGene00000178" "Gene" "aqp-10 encodes an aquaporin paralogous to AQP-9 and AQP-11; infection with Pseudomonas aeruginosa induces AQP-10 to be intestinally expressed; AQP-10 is orthologous to Drosophila CG12251 and human AQP11(OMIM:609914), AQP12A(OMIM:609789), and AQP12B."
"WBGene00000179" "MATCH" "1" "aqp-11" "Caenorhabditis elegans" "ZK525.2" "WBGene00000179" "Gene" "aqp-11 encodes a putative aquaporin with no function in mass RNAi assays, perhaps reflecting genetic redundancy with its paralogs AQP-9 and AQP-10; AQP-11 is orthologous to Drosophila CG12251 and human AQP11 (OMIM:609914), AQP12A (OMIM:609789), and AQP12B."
"WBGene00000170" "MATCH" "1" "aqp-2" "Caenorhabditis elegans" "C01G6.1" "WBGene00000170" "Gene" "aqp-2 encodes, by alternative splicing, two isoforms of an biochemically atypical aquaglyceroporin; when expressed in Xenopus oocytes, AQP-2 increases water permeability 5- to 11-fold, and urea permeability 4.5-fold, but has no effect on glycerol permeability; AQP-2::GFP fusion proteins are expressed predominantly in the excretory cell and more weakly in muscle, motor neurons, and hypodermis; AQP-2 expression is also enriched in dauer larvae; loss of AQP-2 activity via mutation or RNAi results in no obvious defects; however, AQP-2, in conjunction with AQP-3, AQP-4, and AQP-8, is weakly required for recovery from hypotonic stress."
"WBGene00012179" "MATCH" "1" "W01D2.1" "Caenorhabditis elegans" "W01D2.1" "WBGene00012179" "Gene" ""
"WBGene00012178" "MATCH" "1" "glb-27" "Caenorhabditis elegans" "W01C9.5" "WBGene00012178" "Gene" "glb-27 encodes a globin whose expression is probably induced by anoxia in a HIF-1-dependent manner; glb-27 transcription is higher in L3 and dauers than in young adults; glb-27 has no obvious function in mass RNAi assays."
"WBGene00012182" "MATCH" "1" "osta-3" "Caenorhabditis elegans" "W01D2.5" "WBGene00012182" "Gene" ""
"WBGene00012187" "MATCH" "1" "rpb-11" "Caenorhabditis elegans" "W01G7.3" "WBGene00012187" "Gene" ""
"WBGene00000165" "MATCH" "1" "aps-3" "Caenorhabditis elegans" "Y48G8AL.14" "WBGene00000165" "Gene" "aps-3 encodes an adaptin orthologous to the sigma3 subunit of the heterotetrameric adaptor protein complex 3 (AP-3); by homology, APS-3 is predicted to play a role in intracellular membrane trafficking and specifically, may be involved in transport of lysosomal membrane proteins from tubular sorting endosomes to lysosomes; loss of aps-3 activity via large-scale RNAi screens in the sensitized rrf-3 background indicates that, in C. elegans, APS-3 is required for fertility and reproduction."
"WBGene00001496" "MATCH" "1" "frm-10" "Caenorhabditis elegans" "F25H9.5" "WBGene00001496" "Gene" "frm-10 encodes a protein that contains an N-terminal FERM (Band 4.1-ezrin-radixin-moesin) domain; by homology, FRM-10 is predicted to function as a membrane-cytoskeleton linker protein that plays a role in cell adhesion, migration, or organization of cell surface structures; however, as loss of frm-10 activity via large-scale RNAi screens does not result in any obvious abnormalities, the precise role of FRM-10 in C. elegans development and/or behavior is not yet known."
"WBGene00001497" "MATCH" "1" "fars-1" "Caenorhabditis elegans" "T08B2.9" "WBGene00001497" "Gene" "frs-1 encodes a predicted phenylalanyl-t-RNA synthetase."
"WBGene00001498" "MATCH" "1" "fars-3" "Caenorhabditis elegans" "F22B5.9" "WBGene00001498" "Gene" ""
"WBGene00000168" "MATCH" "1" "apx-1" "Caenorhabditis elegans" "K08D9.3" "WBGene00000168" "Gene" "apx-1 encodes one of ten C. elegans DSL (Delta, Serrate, LAG-2) proteins, integral transmembrane and secreted proteins that function as signaling ligands for the Notch family receptors GLP-1 and LIN-12; in the 4-cell embryo, maternally supplied APX-1 functions as a GLP-1 ligand for an inductive interaction that specifies the fate of the ABp blastomere; later in embryogenesis, APX-1 is required for formation of the LIN-12-dependent, invariant asymmetrical twist that occurs as part of normal gut morphogenesis; during larval development, APX-1 is required redundantly with DSL-1 and LAG-2 for the LIN-12-mediated lateral signal that spatially patterns the primary and secondary vulval cell lineages; in the early embryo, APX-1 is first detected at the anterior edge of the P1 blastomere, with later expression visible in P2 at sites of contact with ABp, and in the cytoplasm of the EMS and P3 blastomeres; expression in the vulval precursor cells (VPCs) is detected in the primary VPC, P6.p, and its descendants; embryonic APX-1 expression is dependent upon PIE-1 activity, while later vulval expression is mediated by the Ras signaling pathway and the SUR-2 transcriptional cofactor."
"WBGene00001499" "MATCH" "1" "fsn-1" "Caenorhabditis elegans" "C26E6.5" "WBGene00001499" "Gene" ""
"WBGene00008920" "MATCH" "1" "eef-1G" "Caenorhabditis elegans" "F17C11.9" "WBGene00008920" "Gene" ""
"WBGene00012145" "MATCH" "1" "nlp-46" "Caenorhabditis elegans" "T28H10.4" "WBGene00012145" "Gene" ""
"WBGene00012149" "MATCH" "1" "VF13D12L.3" "Caenorhabditis elegans" "VF13D12L.3" "WBGene00012149" "Gene" "VF13D12L.3 is orthologous to the human gene ARGININOSUCCINATE SYNTHETASE (ASS; OMIM:603470), which when mutated leads to classic citrullinemia."
"WBGene00012148" "MATCH" "1" "inos-1" "Caenorhabditis elegans" "VF13D12L.1" "WBGene00012148" "Gene" "inos-1 encodes the C. elegans myo-inositol-1-phosphate (MIP) synthase ortholog; by homology, the product of inos-1 is predicted to function in de novo inositol biosynthesis by catalyzing the conversion of glucose-6-phosphate to inositol-1-phosphate; loss of inos-1 activity via RNAi has been reported to result in low levels of embryonic lethality, larval lethality, slow growth, uncoordinated locomotion, and a substantial increase in fat content; loss of inos-1 activity also results in a slight increase in the variability of the defecation cycle length, although this increase is not statistically significant; in situ hybridization studies reveal that inos-1 mRNA is expressed faintly in the germline."
"WBGene00012150" "MATCH" "1" "syx-17" "Caenorhabditis elegans" "VF39H2L.1" "WBGene00012150" "Gene" ""
"WBGene00013481" "MATCH" "1" "Y69H2.3" "Caenorhabditis elegans" "Y69H2.3" "WBGene00013481" "Gene" ""
"WBGene00008919" "MATCH" "1" "vps-36" "Caenorhabditis elegans" "F17C11.8" "WBGene00008919" "Gene" ""
"WBGene00012152" "MATCH" "1" "cnc-10" "Caenorhabditis elegans" "VK10D6R.1" "WBGene00012152" "Gene" "cnc-10 encodes one of eleven C. elegans caenacin peptides."
"WBGene00008918" "MATCH" "1" "pigt-1" "Caenorhabditis elegans" "F17C11.7" "WBGene00008918" "Gene" ""
"WBGene00012151" "MATCH" "1" "VH15N14R.1" "Caenorhabditis elegans" "VH15N14R.1" "WBGene00012151" "Gene" ""
"WBGene00013482" "MATCH" "1" "Y69H2.7" "Caenorhabditis elegans" "Y69H2.7" "WBGene00013482" "Gene" ""
"WBGene00008916" "MATCH" "1" "clec-221" "Caenorhabditis elegans" "F17C11.5" "WBGene00008916" "Gene" ""
"WBGene00008915" "MATCH" "1" "F17C11.4" "Caenorhabditis elegans" "F17C11.4" "WBGene00008915" "Gene" ""
"WBGene00000198" "MATCH" "1" "art-1" "Caenorhabditis elegans" "C15F1.6" "WBGene00000198" "Gene" "a protein similar to synaptic glycoprotein SC2 from mammals."
"WBGene00000199" "MATCH" "1" "arx-1" "Caenorhabditis elegans" "Y71F9AL.16" "WBGene00000199" "Gene" "arx-1, also called as Arp-3, encodes a subunit of the actin-related protein of the conserved Arp2/3 complex with 60% amino acid similarity to the homologous genes from human (OMIM: 604222); arx-1 is an essential gene as disruption in the expression by RNAi results in embryonic arrest due to ventral enclosure defects during morphogenesis; in Arp2/3-depleted embryos, the leading edge of the migrating epidermis lacks a normal enrichment of filamentous actin and finger-like protrusions; in migrating excretory cells, Arp2/3 is involved in longitudinal migration; WSP-1 and the Arp2/3 complex associate and function cell autonomously at cell boundaries during ventral enclosure; localization of WSP-1 is dependent on the Arp2/3 complex; expression of WSP-1 increases by the reduction of functional ARX-1."
"WBGene00008910" "MATCH" "1" "F17C8.3" "Caenorhabditis elegans" "F17C8.3" "WBGene00008910" "Gene" ""
"WBGene00000195" "MATCH" "1" "arr-1" "Caenorhabditis elegans" "F53H8.2" "WBGene00000195" "Gene" "arr-1 encodes the C. elegans beta-arrestin ortholog (OMIM:107940, 107941, mice lacking beta-arrestin family members display defects in G protein-coupled receptor desensitization); by homology, ARR-1 is predicted to be a multifunctional adaptor protein that interacts with intracellular signaling molecules as well as activated and phosphorylated G protein-coupled and TGF-beta receptors to: 1) downregulate receptor signaling, 2) promote receptor endocytosis, and 3) activate MAP kinase- and Src-dependent signaling pathways; in vivo, arr-1 activity is required for normal egg laying and for proper olfactory adaptation and recovery to volatile odorants; in addition, animals doubly mutant for arr-1 and grk-2, which encodes a G protein-coupled receptor kinase, are sick and slow growing; ARR-1 is detected throughout the nervous system and is highly expressed in the amphid chemosensory neurons; in neuronal cells, ARR-1 appears to be largely cytoplasmic; ARR-1 interacts physically with clathrin and beta2-adaptin, two proteins involved in receptor endocytosis."
"WBGene00000196" "MATCH" "1" "aars-1" "Caenorhabditis elegans" "W02B12.6" "WBGene00000196" "Gene" "ars-1 encodes an alanyl tRNA synthetase; on the basis of similarity to S. cerevisiae ALA1p, ARS-1 is probably cytoplasmic."
"WBGene00000197" "MATCH" "1" "aars-2" "Caenorhabditis elegans" "F28H1.3" "WBGene00000197" "Gene" "aars-2 encodes a predicted cytoplasmic alanyl-tRNA synthetase (AlaRS), a class II aminoacyl-tRNA synthetase that catalyzes the attachment of alanine to its cognate tRNA and is thus required for protein biosynthesis; AARS-2 is essential for embryogenesis, and is required for fertility and a normal rate of postembryonic development; AARS-2 expression is likely ubiquitous and detected in hypodermis, intestine, neurons, and the pharynx from late embryogenesis through the adult stage of development."
"WBGene00000192" "MATCH" "1" "arl-8" "Caenorhabditis elegans" "Y57G11C.13" "WBGene00000192" "Gene" "arl-8 encodes an Arf-like small GTPase and is highly conserved among multicellular organisms; arl-8 regulates transport of axonal presynaptic vesicle protein cargo, most likely by preventing vesicle aggregation; arl-8 is involved in endosome to lysosome transport, by promoting late endosome-lysosome fusion; arl-8 is also required for proper embryonic development; arl-8 associates with synaptic vesicle proteins and localizes to the lysosome."
"WBGene00012158" "MATCH" "1" "ucr-2.1" "Caenorhabditis elegans" "VW06B3R.1" "WBGene00012158" "Gene" ""
"WBGene00012157" "MATCH" "1" "adbp-1" "Caenorhabditis elegans" "VW02B12L.4" "WBGene00012157" "Gene" ""
"WBGene00012156" "MATCH" "1" "ebp-2" "Caenorhabditis elegans" "VW02B12L.3" "WBGene00012156" "Gene" "ebp-2 encodes an RP/EB-type microtubule-binding protein orthologous to human MAPRE1 (OMIM:603108), MAPRE2 (OMIM:605789), MAPRE3 (OMIM:605788), and paralogous to EBP-1/-3; EBP-2 binds the plus ends of growing microtubules; by orthology, the N-terminal calponin homology domain of EBP-2 is predicted to bind microtubules (MTs), while the C-terminal region of EBP-2 is predicted to contain a dimerization domain and a site for binding protein ligands that activate EBP-2's MT-binding; ebp-2(RNAi) animals have no obvious phenotypes, perhaps because of genetic redundancy with ebp-1 and ebp-3."
"WBGene00012155" "MATCH" "1" "VW02B12L.2" "Caenorhabditis elegans" "VW02B12L.2" "WBGene00012155" "Gene" ""
"WBGene00012165" "MATCH" "1" "cutl-6" "Caenorhabditis elegans" "W01A8.3" "WBGene00012165" "Gene" ""
"WBGene00008904" "MATCH" "1" "F17A2.13" "Caenorhabditis elegans" "F17A2.13" "WBGene00008904" "Gene" ""
"WBGene00000187" "MATCH" "1" "arl-1" "Caenorhabditis elegans" "F54C9.10" "WBGene00000187" "Gene" "arl-1 encodes a member of the GTP-binding ADP-ribosylation factor family; Arl1 is an essential gene in Drosophila but not in S. cerevisiae; arl-1 is expressed in head neurons, the ventral nerve cord and the intestine."
"WBGene00000189" "MATCH" "1" "arl-5" "Caenorhabditis elegans" "ZK632.8" "WBGene00000189" "Gene" "arl-5 encodes a paralog of the ADP-ribosylation factor-like protein EVL-20; ARL-5 is an ortholog of mammalian ARL5."
"WBGene00007610" "MATCH" "1" "C15H7.3" "Caenorhabditis elegans" "C15H7.3" "WBGene00007610" "Gene" ""
"WBGene00008940" "MATCH" "1" "F18H3.4" "Caenorhabditis elegans" "F18H3.4" "WBGene00008940" "Gene" ""
"WBGene00021919" "MATCH" "1" "cutl-25" "Caenorhabditis elegans" "Y55D5A.6" "WBGene00021919" "Gene" ""
"WBGene00019600" "MATCH" "1" "rga-3" "Caenorhabditis elegans" "K09H11.3" "WBGene00019600" "Gene" "rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments predicted to target rga-3 and the related rga-4 gene result in early embryonic defects, specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution, and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi) phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein localizes to the cellular cortex and to centrosomes, with cortical localization segregating to the anterior during polarization."
"WBGene00021910" "MATCH" "1" "stim-1" "Caenorhabditis elegans" "Y55B1BM.1" "WBGene00021910" "Gene" "stim-1 encodes an ortholog of STIM1, a putative calcium sensor of theendoplasmic reticulum thought to regulate store-operated calcium entry;stim-1 is required for LIN-3-induced sheath cell contractions, and thusfor ovulation and fertility; like stim-1(RNAi) animals, animalsexpressing constitutively active transgenic STIM-1 are sterile, butunlike stim-1(RNAi), they also defecate abnormally (with an arrhythmicpBoc step); hyperactivated STIM-1 may also perturb osmoregulation andinduce neuronal necrosis; stim-1(RNAi) has no effect on the fertility ofrrf-1 mutants, indicating that STIM-1's role in fertility is purelysomatic; STIM-1 is expressed in spermatheca, gonad sheath cells, uterineepithelial cells, intestine, and head neurons (probably amphid, innerlabial, or both)."
"WBGene00021912" "MATCH" "1" "affl-2" "Caenorhabditis elegans" "Y55B1BR.2" "WBGene00021912" "Gene" ""
"WBGene00021913" "MATCH" "1" "cec-8" "Caenorhabditis elegans" "Y55B1BR.3" "WBGene00021913" "Gene" ""
"WBGene00021914" "MATCH" "1" "magu-1" "Caenorhabditis elegans" "Y55B1BR.4" "WBGene00021914" "Gene" ""
"WBGene00021915" "MATCH" "1" "Y55D5A.1" "Caenorhabditis elegans" "Y55D5A.1" "WBGene00021915" "Gene" ""
